brand,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Hyundai,2017.0,31707.0,Diesel,Individual,Manual,First Owner,799000.0
Toyota,2010.0,149534.8,Diesel,Individual,Manual,First Owner,1000000.0
Maruti,2014.0,90000.0,Petrol,Individual,Manual,Second Owner,190000.0
Mahindra,2014.0,30000.0,Diesel,Individual,Manual,First Owner,250000.0
Hyundai,2009.0,60000.0,Petrol,Individual,Manual,First Owner,200000.0
Mahindra,2005.0,90000.0,Diesel,Individual,Manual,Second Owner,300000.0
Tata,2015.0,120000.0,Petrol,Individual,Manual,Second Owner,250000.0
Maruti,2008.0,70000.0,Petrol,Individual,Manual,Third Owner,90000.0
Renault,2016.0,149534.8,Diesel,Individual,Manual,First Owner,700000.0
Other,2012.0,115992.0,Diesel,Dealer,Automatic,Third Owner,1200000.0
Maruti,2017.0,110000.0,Petrol,Individual,Manual,Second Owner,290000.0
Toyota,2014.0,97000.0,Diesel,Individual,Manual,Second Owner,1050000.0
Tata,2008.0,100000.0,Diesel,Individual,Manual,Third Owner,70000.0
Maruti,2016.0,41000.0,Diesel,Individual,Manual,First Owner,520000.0
Tata,2012.0,90000.0,Diesel,Individual,Manual,First Owner,150000.0
Hyundai,2008.0,90000.0,Petrol,Individual,Manual,First Owner,120000.0
Hyundai,2016.0,25000.0,Petrol,Individual,Manual,First Owner,600000.0
Tata,2010.0,70000.0,Diesel,Individual,Manual,Second Owner,150000.0
Volkswagen,2011.0,60000.0,Petrol,Individual,Manual,First Owner,400000.0
Maruti,2015.0,30000.0,Petrol,Individual,Manual,Second Owner,310000.0
Maruti,2015.0,30000.0,Petrol,Individual,Manual,First Owner,550000.0
Hyundai,2016.0,60000.0,Diesel,Individual,Manual,First Owner,550000.0
Hyundai,2013.0,73000.0,Diesel,Individual,Manual,First Owner,320000.0
Maruti,2001.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,50000.0
Maruti,2017.0,50000.0,Diesel,Individual,Manual,Second Owner,700000.0
Maruti,2012.0,110000.0,Diesel,Individual,Manual,Second Owner,700000.0
Hyundai,2017.0,84000.0,Diesel,Dealer,Manual,First Owner,655000.0
Chevrolet,2011.0,110000.0,LPG,Individual,Manual,First Owner,200000.0
Renault,2012.0,149534.8,Diesel,Individual,Manual,First Owner,375000.0
Hyundai,2012.0,109052.0,Diesel,Dealer,Manual,First Owner,470000.0
Maruti,2015.0,90658.0,Diesel,Dealer,Manual,First Owner,550000.0
Honda,2014.0,110000.0,Diesel,Individual,Manual,Second Owner,500000.0
Other,2015.0,25000.0,Petrol,Individual,Manual,First Owner,210000.0
Other,2013.0,81000.0,Diesel,Dealer,Automatic,First Owner,1200000.0
Hyundai,2009.0,75000.0,Diesel,Dealer,Automatic,First Owner,245000.0
Honda,2017.0,25552.0,Petrol,Dealer,Manual,Second Owner,700000.0
Hyundai,2018.0,20000.0,Petrol,Individual,Manual,First Owner,300000.0
Hyundai,2017.0,80000.0,Diesel,Individual,Manual,First Owner,350000.0
Hyundai,2017.0,25000.0,Petrol,Dealer,Automatic,First Owner,635000.0
Honda,2012.0,40700.0,Petrol,Individual,Manual,First Owner,325000.0
Mahindra,2017.0,65500.0,Diesel,Dealer,Automatic,First Owner,1150000.0
Tata,2008.0,42000.0,Petrol,Dealer,Manual,First Owner,110000.0
Honda,2018.0,8000.0,Petrol,Dealer,Manual,First Owner,890000.0
Maruti,2007.0,80000.0,Petrol,Individual,Manual,Second Owner,73000.0
Maruti,2016.0,6000.0,Petrol,Dealer,Manual,First Owner,750000.0
Maruti,2018.0,11174.0,Petrol,Dealer,Manual,First Owner,690000.0
Tata,2008.0,120000.0,Petrol,Individual,Manual,First Owner,130000.0
Hyundai,2007.0,85000.0,Petrol,Individual,Manual,Second Owner,85000.0
Hyundai,2018.0,10000.0,Petrol,Individual,Automatic,First Owner,1200000.0
Nissan,2013.0,105000.0,Diesel,Individual,Manual,First Owner,325000.0
Honda,2001.0,120000.0,Petrol,Individual,Manual,Second Owner,85000.0
Hyundai,2018.0,30000.0,Diesel,Dealer,Manual,Second Owner,860000.0
Maruti,2017.0,41000.0,Diesel,Individual,Manual,First Owner,690000.0
Hyundai,2013.0,54000.0,Diesel,Dealer,Manual,First Owner,650000.0
Chevrolet,2014.0,40000.0,Diesel,Individual,Manual,First Owner,375000.0
Hyundai,2013.0,71000.0,Diesel,Dealer,Manual,First Owner,525000.0
Maruti,2016.0,72500.0,Petrol,Dealer,Manual,First Owner,330000.0
Maruti,2013.0,76600.0,Petrol,Dealer,Manual,First Owner,280000.0
Maruti,2014.0,40000.0,Petrol,Individual,Manual,First Owner,470000.0
Volkswagen,2011.0,110000.0,Diesel,Individual,Manual,First Owner,350000.0
Honda,2012.0,63000.0,Petrol,Dealer,Manual,First Owner,480000.0
Hyundai,2016.0,60000.0,Diesel,Individual,Manual,First Owner,620000.0
Other,2014.0,58000.0,Petrol,Individual,Manual,First Owner,250000.0
Chevrolet,2010.0,80000.0,Petrol,Individual,Manual,Second Owner,78692.0
Hyundai,2012.0,80000.0,Diesel,Individual,Manual,First Owner,350000.0
Maruti,2013.0,70000.0,Petrol,Individual,Manual,Second Owner,250000.0
Hyundai,2011.0,97700.0,Petrol,Individual,Manual,Fourth & Above Owner,260000.0
Honda,2016.0,36000.0,Diesel,Individual,Manual,Second Owner,640000.0
Tata,2008.0,90000.0,Diesel,Individual,Manual,Second Owner,220000.0
Volkswagen,2015.0,130000.0,Diesel,Individual,Manual,First Owner,465000.0
Maruti,2010.0,120000.0,Diesel,Individual,Manual,Second Owner,229999.0
Maruti,2018.0,15000.0,Petrol,Individual,Manual,First Owner,425000.0
Tata,2008.0,120000.0,Petrol,Individual,Manual,Third Owner,95000.0
Hyundai,2012.0,149534.8,LPG,Individual,Manual,Third Owner,170000.0
Other,2016.0,37500.0,Petrol,Individual,Manual,Second Owner,229999.0
Maruti,2001.0,50000.0,Petrol,Individual,Manual,Third Owner,45000.0
Maruti,2007.0,145000.0,Petrol,Individual,Manual,Third Owner,479000.0
Hyundai,2016.0,30000.0,Petrol,Individual,Manual,First Owner,340000.0
Maruti,2016.0,35000.0,Petrol,Individual,Manual,First Owner,620000.0
Tata,2012.0,60000.0,Diesel,Individual,Manual,First Owner,270000.0
Tata,2018.0,35000.0,Diesel,Individual,Manual,First Owner,400000.0
Maruti,2015.0,40000.0,Petrol,Individual,Manual,First Owner,260000.0
Hyundai,2003.0,50000.0,Petrol,Individual,Manual,Fourth & Above Owner,48000.0
Tata,2015.0,23800.0,Petrol,Individual,Manual,Second Owner,100000.0
Nissan,2015.0,70000.0,Diesel,Individual,Manual,First Owner,490000.0
Maruti,2010.0,90000.0,LPG,Individual,Manual,Second Owner,120000.0
Hyundai,2008.0,102000.0,Petrol,Individual,Manual,Second Owner,125000.0
Maruti,2019.0,5000.0,Petrol,Individual,Manual,First Owner,190000.0
Other,2011.0,20000.0,Petrol,Individual,Manual,First Owner,500000.0
Toyota,2014.0,99000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Honda,2008.0,90000.0,Petrol,Individual,Manual,First Owner,320000.0
Honda,2007.0,47000.0,Petrol,Dealer,Automatic,First Owner,250000.0
Ford,2010.0,90000.0,Diesel,Individual,Manual,Third Owner,105000.0
Hyundai,2018.0,20000.0,Petrol,Individual,Manual,First Owner,550000.0
Hyundai,2019.0,1100.0,Petrol,Individual,Automatic,First Owner,600000.0
Maruti,2020.0,40000.0,Petrol,Individual,Manual,First Owner,210000.0
Maruti,2012.0,15000.0,Petrol,Individual,Manual,First Owner,210000.0
Maruti,2009.0,40000.0,Petrol,Individual,Manual,First Owner,150000.0
Hyundai,2008.0,60000.0,Petrol,Individual,Manual,First Owner,125000.0
Maruti,2016.0,20000.0,Petrol,Individual,Manual,First Owner,380000.0
Maruti,2019.0,5000.0,Petrol,Individual,Manual,First Owner,600000.0
Maruti,2016.0,27000.0,Petrol,Individual,Manual,First Owner,490000.0
Maruti,2018.0,38000.0,Diesel,Individual,Manual,Second Owner,545000.0
Maruti,2015.0,25000.0,Petrol,Individual,Manual,First Owner,250000.0
Hyundai,2020.0,1100.0,Petrol,Individual,Manual,First Owner,1050000.0
Maruti,2007.0,100000.0,Petrol,Individual,Manual,First Owner,100000.0
Ford,2014.0,100000.0,Diesel,Individual,Manual,Second Owner,250000.0
Maruti,2007.0,110000.0,Petrol,Individual,Manual,First Owner,100000.0
Ford,2016.0,60000.0,Diesel,Individual,Manual,Second Owner,350000.0
Renault,2012.0,70000.0,Diesel,Individual,Manual,Second Owner,370000.0
Maruti,2004.0,110000.0,Petrol,Individual,Manual,Second Owner,121000.0
Ford,2017.0,44077.0,Petrol,Dealer,Automatic,First Owner,570000.0
Maruti,2017.0,24000.0,Diesel,Individual,Manual,First Owner,785000.0
Maruti,2018.0,30000.0,Diesel,Individual,Manual,First Owner,850000.0
Maruti,2016.0,30000.0,Petrol,Individual,Manual,Second Owner,375000.0
Maruti,2017.0,40000.0,Petrol,Individual,Manual,First Owner,619000.0
Chevrolet,2011.0,90000.0,Diesel,Individual,Manual,Second Owner,335000.0
Toyota,2006.0,50000.0,Diesel,Individual,Manual,First Owner,500000.0
Maruti,2003.0,100000.0,Petrol,Individual,Manual,Second Owner,60000.0
Mahindra,2015.0,149534.8,Diesel,Individual,Manual,First Owner,210000.0
Toyota,2019.0,20000.0,Diesel,Individual,Manual,First Owner,1200000.0
Tata,2013.0,70000.0,Diesel,Individual,Manual,Second Owner,270000.0
Maruti,2010.0,100000.0,Petrol,Individual,Manual,Second Owner,225000.0
Maruti,2011.0,149534.8,Petrol,Individual,Manual,Second Owner,150000.0
Chevrolet,2013.0,70000.0,Diesel,Individual,Manual,First Owner,173000.0
Other,2018.0,9422.0,Diesel,Individual,Automatic,First Owner,1200000.0
Volkswagen,2017.0,110000.0,Diesel,Individual,Automatic,First Owner,710000.0
Toyota,2019.0,20000.0,Petrol,Individual,Manual,First Owner,1200000.0
Maruti,2017.0,20000.0,Petrol,Individual,Manual,First Owner,550000.0
Maruti,2008.0,70000.0,Petrol,Individual,Manual,Second Owner,58000.0
Other,2012.0,60000.0,Petrol,Individual,Automatic,Third Owner,1200000.0
Mahindra,2013.0,149534.8,Diesel,Individual,Manual,First Owner,500000.0
Maruti,2009.0,83000.0,Petrol,Individual,Manual,Second Owner,120000.0
Toyota,2012.0,149534.8,Diesel,Individual,Manual,First Owner,300000.0
Hyundai,2018.0,30000.0,Petrol,Individual,Manual,First Owner,300000.0
Other,2015.0,21000.0,Petrol,Individual,Manual,First Owner,295000.0
Maruti,2018.0,80000.0,CNG,Individual,Manual,First Owner,587000.0
Other,2012.0,50000.0,Petrol,Individual,Manual,Second Owner,430000.0
Hyundai,2007.0,50000.0,Petrol,Individual,Manual,Second Owner,123000.0
Skoda,2012.0,48500.0,Diesel,Individual,Automatic,Second Owner,450000.0
Maruti,2007.0,60000.0,Petrol,Individual,Manual,Third Owner,130000.0
Tata,2010.0,90000.0,Diesel,Individual,Manual,Second Owner,110000.0
Mahindra,2010.0,149534.8,Diesel,Individual,Manual,Third Owner,200000.0
Hyundai,2015.0,70000.0,Petrol,Individual,Manual,Second Owner,320000.0
Maruti,2014.0,50000.0,Petrol,Individual,Manual,First Owner,300000.0
Volkswagen,2016.0,110000.0,Petrol,Individual,Manual,First Owner,350000.0
Maruti,2018.0,50000.0,Petrol,Individual,Manual,First Owner,800000.0
Hyundai,2016.0,149534.8,Diesel,Individual,Manual,First Owner,270000.0
Hyundai,2017.0,60000.0,Petrol,Individual,Manual,First Owner,540000.0
Maruti,2011.0,60000.0,CNG,Individual,Manual,Second Owner,160000.0
Maruti,2013.0,100000.0,Diesel,Individual,Manual,Second Owner,340000.0
Maruti,2017.0,40000.0,Petrol,Individual,Manual,Second Owner,350000.0
Volkswagen,2011.0,100000.0,Diesel,Individual,Manual,First Owner,300000.0
Maruti,2013.0,63000.0,Diesel,Individual,Manual,First Owner,330000.0
Maruti,2016.0,80000.0,CNG,Individual,Manual,Second Owner,325000.0
Maruti,2013.0,55000.0,Diesel,Individual,Manual,First Owner,250000.0
Maruti,2013.0,55000.0,Diesel,Individual,Manual,First Owner,250000.0
Chevrolet,2015.0,60000.0,Petrol,Individual,Manual,First Owner,240000.0
Hyundai,2020.0,5000.0,Petrol,Individual,Manual,First Owner,545000.0
Hyundai,2015.0,48000.0,Petrol,Dealer,Manual,First Owner,300000.0
Renault,2017.0,50000.0,Petrol,Individual,Manual,First Owner,240000.0
Renault,2018.0,15000.0,Petrol,Individual,Manual,First Owner,360000.0
Hyundai,2012.0,70000.0,Diesel,Individual,Manual,First Owner,250000.0
Skoda,2019.0,105000.0,Diesel,Dealer,Automatic,First Owner,475000.0
Hyundai,2016.0,50000.0,Diesel,Individual,Manual,Second Owner,600000.0
Tata,2010.0,80000.0,Diesel,Individual,Manual,Second Owner,150000.0
Ford,2017.0,50000.0,Diesel,Individual,Manual,First Owner,700000.0
Mahindra,2016.0,5000.0,Diesel,Individual,Manual,First Owner,1200000.0
Maruti,2018.0,10000.0,Petrol,Individual,Automatic,First Owner,500000.0
Hyundai,2012.0,45000.0,Petrol,Individual,Manual,Second Owner,193000.0
Honda,2015.0,10000.0,Petrol,Individual,Manual,First Owner,800000.0
Maruti,2008.0,50000.0,Petrol,Individual,Manual,First Owner,150000.0
Maruti,2002.0,40000.0,Petrol,Individual,Manual,Fourth & Above Owner,80000.0
Ford,2010.0,100000.0,Diesel,Individual,Manual,Third Owner,130000.0
Ford,2012.0,80000.0,Diesel,Individual,Manual,Second Owner,280000.0
Mahindra,2011.0,110000.0,Diesel,Individual,Manual,Second Owner,229999.0
Maruti,2008.0,120000.0,Petrol,Individual,Manual,First Owner,80000.0
Tata,2010.0,10000.0,Petrol,Individual,Manual,First Owner,70000.0
Maruti,2013.0,60000.0,Diesel,Individual,Manual,Second Owner,240000.0
Mahindra,2010.0,72000.0,Diesel,Individual,Manual,Second Owner,380000.0
Hyundai,2006.0,110000.0,Petrol,Individual,Manual,First Owner,80000.0
Hyundai,2013.0,50000.0,Petrol,Individual,Manual,First Owner,265000.0
Hyundai,2018.0,25000.0,Petrol,Individual,Manual,First Owner,320000.0
Nissan,2014.0,120000.0,Diesel,Individual,Manual,Third Owner,500000.0
Hyundai,2016.0,55000.0,Diesel,Individual,Manual,First Owner,1200000.0
Mahindra,2018.0,35000.0,Diesel,Individual,Manual,First Owner,1200000.0
Toyota,2016.0,110000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Mahindra,2014.0,80000.0,Diesel,Individual,Manual,Second Owner,600000.0
Tata,2018.0,80000.0,Petrol,Individual,Manual,First Owner,420000.0
Maruti,2009.0,120000.0,Petrol,Individual,Manual,First Owner,140000.0
Skoda,2010.0,100000.0,Diesel,Individual,Manual,Second Owner,300000.0
Hyundai,2006.0,60000.0,Petrol,Dealer,Manual,Second Owner,100000.0
Maruti,2017.0,25000.0,Petrol,Dealer,Manual,First Owner,350000.0
Ford,2018.0,19000.0,Petrol,Dealer,Manual,First Owner,850000.0
Maruti,2008.0,54000.0,Petrol,Dealer,Manual,First Owner,140000.0
Ford,2015.0,17100.0,Petrol,Dealer,Manual,Second Owner,550000.0
Hyundai,2017.0,19000.0,Petrol,Dealer,Automatic,First Owner,525000.0
Ford,2015.0,146000.0,Diesel,Dealer,Manual,First Owner,470000.0
Ford,2013.0,98000.0,Diesel,Dealer,Automatic,First Owner,900000.0
Ford,2011.0,149534.8,Diesel,Dealer,Manual,Second Owner,500000.0
Maruti,2001.0,120000.0,Petrol,Individual,Manual,Second Owner,80000.0
Mahindra,2011.0,149534.8,Diesel,Individual,Manual,First Owner,175000.0
Mahindra,2017.0,15000.0,Diesel,Individual,Automatic,Second Owner,1200000.0
Renault,2017.0,50000.0,Diesel,Individual,Manual,First Owner,800000.0
Other,2017.0,15000.0,Petrol,Individual,Manual,First Owner,250000.0
Maruti,2018.0,25000.0,Petrol,Individual,Automatic,First Owner,700000.0
Tata,2019.0,25000.0,Diesel,Individual,Manual,First Owner,800000.0
Mahindra,2013.0,69000.0,Diesel,Individual,Manual,First Owner,660000.0
Maruti,2015.0,60000.0,Diesel,Individual,Manual,Third Owner,465000.0
Mahindra,2006.0,149534.8,Diesel,Individual,Manual,Second Owner,180000.0
Maruti,2017.0,66000.0,Diesel,Individual,Manual,Third Owner,600000.0
Ford,2010.0,110000.0,Petrol,Individual,Manual,First Owner,150000.0
Hyundai,2014.0,78000.0,Diesel,Individual,Manual,Second Owner,450000.0
Hyundai,2019.0,10000.0,Petrol,Individual,Manual,First Owner,721000.0
Maruti,2018.0,35000.0,Petrol,Individual,Manual,First Owner,300000.0
Mahindra,2019.0,10000.0,Diesel,Individual,Manual,First Owner,1000000.0
Renault,2016.0,40000.0,Petrol,Individual,Manual,First Owner,300000.0
Mahindra,2013.0,120000.0,Diesel,Individual,Manual,First Owner,450000.0
Maruti,2001.0,70000.0,Petrol,Individual,Automatic,First Owner,79000.0
Ford,2017.0,40000.0,Diesel,Individual,Manual,First Owner,545000.0
Honda,2018.0,20000.0,Diesel,Individual,Manual,First Owner,844999.0
Skoda,2016.0,93000.0,Diesel,Individual,Manual,First Owner,700000.0
Toyota,2016.0,149534.8,Diesel,Individual,Manual,First Owner,650000.0
Ford,2014.0,75000.0,Diesel,Individual,Manual,Second Owner,525000.0
Ford,2006.0,101100.0,Diesel,Individual,Manual,Third Owner,110000.0
Tata,2011.0,66000.0,Diesel,Individual,Manual,First Owner,180000.0
Hyundai,2012.0,30000.0,Petrol,Individual,Manual,Second Owner,280000.0
Renault,2019.0,10000.0,Petrol,Individual,Manual,First Owner,400000.0
Mahindra,2012.0,126000.0,Diesel,Individual,Manual,Second Owner,625000.0
Volkswagen,2015.0,70000.0,Diesel,Individual,Manual,First Owner,535000.0
Maruti,2017.0,50000.0,Diesel,Individual,Manual,First Owner,459999.0
Mahindra,2010.0,100000.0,Diesel,Individual,Manual,First Owner,300000.0
Honda,2007.0,60000.0,Petrol,Individual,Automatic,First Owner,280000.0
Honda,2014.0,70000.0,Petrol,Individual,Manual,First Owner,500000.0
Hyundai,2019.0,1200.0,Petrol,Individual,Manual,First Owner,1200000.0
Hyundai,2011.0,134444.0,Petrol,Individual,Automatic,Second Owner,180000.0
Maruti,2009.0,120000.0,Petrol,Individual,Manual,Second Owner,78000.0
Nissan,2011.0,120000.0,Diesel,Individual,Manual,First Owner,160000.0
Mahindra,2014.0,149534.8,Diesel,Individual,Manual,First Owner,600000.0
Maruti,2008.0,100000.0,Petrol,Individual,Manual,Second Owner,110000.0
Mahindra,2011.0,110000.0,Diesel,Individual,Manual,Second Owner,450000.0
Mahindra,2019.0,35000.0,Diesel,Individual,Manual,First Owner,1200000.0
Honda,2003.0,149534.8,Petrol,Individual,Manual,Second Owner,120000.0
Honda,2018.0,42000.0,Diesel,Individual,Manual,First Owner,1040000.0
Hyundai,2014.0,70000.0,Diesel,Individual,Manual,Second Owner,390000.0
Tata,2011.0,60000.0,Petrol,Individual,Manual,Second Owner,65000.0
Volkswagen,2013.0,115000.0,Diesel,Individual,Manual,Third Owner,320000.0
Volkswagen,2017.0,70000.0,Diesel,Individual,Manual,First Owner,720000.0
Maruti,2007.0,80000.0,Petrol,Individual,Manual,Second Owner,220000.0
Maruti,2011.0,65000.0,Petrol,Dealer,Manual,First Owner,225000.0
Tata,2010.0,149534.8,Diesel,Individual,Manual,Second Owner,200000.0
Toyota,2015.0,75000.0,Diesel,Dealer,Manual,Second Owner,434999.0
Ford,2012.0,63700.0,Diesel,Individual,Manual,First Owner,300000.0
Honda,2018.0,74800.0,Diesel,Individual,Manual,First Owner,700000.0
Ford,2009.0,105000.0,Diesel,Individual,Manual,Second Owner,500000.0
Renault,2016.0,40000.0,Diesel,Individual,Manual,First Owner,500000.0
Maruti,2016.0,90000.0,Diesel,Individual,Manual,Second Owner,400000.0
Toyota,2015.0,75000.0,Diesel,Dealer,Manual,Second Owner,825000.0
Maruti,2018.0,15000.0,Diesel,Individual,Manual,First Owner,720000.0
Maruti,2009.0,30000.0,Petrol,Individual,Manual,Second Owner,110000.0
Mahindra,2014.0,100000.0,Diesel,Individual,Manual,Second Owner,600000.0
Mahindra,2009.0,149534.8,Diesel,Individual,Automatic,Third Owner,275000.0
Other,2012.0,149000.0,Diesel,Individual,Automatic,Second Owner,1200000.0
Hyundai,2017.0,60000.0,Diesel,Individual,Manual,First Owner,740000.0
Maruti,2017.0,90000.0,Diesel,Individual,Manual,First Owner,800000.0
Hyundai,2019.0,100000.0,Diesel,Individual,Manual,First Owner,1100000.0
Other,2012.0,100000.0,Diesel,Individual,Automatic,Second Owner,750000.0
Maruti,2012.0,90000.0,Petrol,Individual,Manual,Second Owner,200000.0
Tata,2009.0,75000.0,Diesel,Individual,Manual,First Owner,210000.0
Maruti,2009.0,120000.0,Diesel,Individual,Manual,Second Owner,270000.0
Toyota,2016.0,90000.0,Diesel,Individual,Manual,Second Owner,630000.0
Hyundai,2015.0,55000.0,Petrol,Individual,Manual,First Owner,375000.0
Mahindra,2010.0,70000.0,Diesel,Individual,Manual,First Owner,300000.0
Mahindra,2016.0,95000.0,Diesel,Individual,Manual,Second Owner,580000.0
Hyundai,2014.0,50000.0,Diesel,Individual,Manual,First Owner,550000.0
Maruti,2016.0,50000.0,Diesel,Individual,Manual,First Owner,750000.0
Maruti,2014.0,60516.0,Petrol,Individual,Manual,First Owner,250000.0
Hyundai,2012.0,149534.8,Diesel,Individual,Manual,Second Owner,434999.0
Other,2007.0,76731.0,Diesel,Dealer,Automatic,First Owner,900000.0
Maruti,2016.0,64000.0,Diesel,Dealer,Manual,First Owner,685000.0
Maruti,2014.0,65000.0,Diesel,Dealer,Manual,First Owner,540000.0
Honda,2018.0,13000.0,Petrol,Dealer,Automatic,Test Drive Car,1165000.0
Ford,2014.0,77000.0,Diesel,Dealer,Manual,First Owner,610000.0
Hyundai,2011.0,24000.0,Petrol,Dealer,Manual,First Owner,254999.0
Nissan,2014.0,63840.0,Petrol,Dealer,Manual,First Owner,280000.0
Tata,2017.0,25000.0,Petrol,Individual,Manual,First Owner,370000.0
Tata,2011.0,76400.0,Diesel,Individual,Manual,Second Owner,459999.0
Maruti,2001.0,70000.0,Petrol,Individual,Manual,Third Owner,42000.0
Other,2011.0,80000.0,Diesel,Individual,Manual,Third Owner,190000.0
Other,2010.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,165000.0
Ford,2017.0,40000.0,Diesel,Individual,Manual,First Owner,710000.0
Hyundai,2018.0,15000.0,Petrol,Individual,Manual,First Owner,1200000.0
Maruti,2011.0,70000.0,Petrol,Individual,Manual,First Owner,229999.0
Renault,2018.0,15000.0,Petrol,Individual,Manual,First Owner,310000.0
Maruti,2015.0,40000.0,Petrol,Individual,Manual,First Owner,320000.0
Maruti,2006.0,54000.0,Petrol,Individual,Manual,First Owner,100000.0
Hyundai,2009.0,90000.0,Diesel,Individual,Manual,First Owner,160000.0
Maruti,2007.0,52000.0,Petrol,Individual,Manual,First Owner,60000.0
Tata,2012.0,149534.8,Diesel,Individual,Manual,Third Owner,100000.0
Chevrolet,2016.0,35000.0,Diesel,Individual,Manual,Second Owner,350000.0
Renault,2017.0,60000.0,Diesel,Individual,Manual,First Owner,700000.0
Maruti,2017.0,31489.0,Petrol,Individual,Manual,First Owner,300000.0
Hyundai,2018.0,40000.0,Diesel,Individual,Manual,First Owner,830000.0
Hyundai,2010.0,70000.0,Petrol,Individual,Manual,First Owner,229999.0
Hyundai,2013.0,100000.0,Diesel,Individual,Manual,First Owner,400000.0
Maruti,2005.0,70000.0,Petrol,Individual,Manual,Second Owner,300000.0
Ford,2013.0,50000.0,Diesel,Individual,Manual,First Owner,300000.0
Ford,2009.0,149534.8,Diesel,Individual,Manual,Second Owner,80000.0
Maruti,2008.0,50000.0,Petrol,Individual,Manual,Second Owner,80000.0
Maruti,2007.0,90000.0,Petrol,Individual,Manual,Second Owner,100000.0
Tata,2012.0,110000.0,Diesel,Individual,Manual,First Owner,300000.0
Maruti,2018.0,26000.0,Petrol,Individual,Automatic,First Owner,700000.0
Maruti,2016.0,65000.0,Diesel,Individual,Manual,First Owner,975000.0
Chevrolet,2009.0,130000.0,Diesel,Individual,Manual,First Owner,500000.0
Renault,2013.0,75000.0,Diesel,Individual,Manual,Second Owner,550000.0
Nissan,2014.0,110000.0,Diesel,Individual,Manual,Second Owner,550000.0
Maruti,2014.0,50000.0,Petrol,Individual,Manual,First Owner,240000.0
Maruti,2001.0,80000.0,Petrol,Individual,Manual,Second Owner,50000.0
Tata,2009.0,80000.0,Petrol,Individual,Manual,Second Owner,120000.0
Maruti,2013.0,60000.0,Petrol,Individual,Manual,Second Owner,900000.0
Honda,2009.0,90000.0,Petrol,Individual,Manual,Second Owner,250000.0
Renault,2017.0,36000.0,Petrol,Individual,Manual,First Owner,280000.0
Tata,2010.0,87000.0,Diesel,Individual,Manual,First Owner,85000.0
Tata,2011.0,80000.0,Diesel,Individual,Manual,First Owner,90000.0
Chevrolet,2015.0,50000.0,Diesel,Individual,Manual,First Owner,500000.0
Maruti,2013.0,60000.0,Petrol,Individual,Manual,First Owner,200000.0
Renault,2015.0,50000.0,Petrol,Individual,Manual,First Owner,250000.0
Maruti,2014.0,40000.0,Diesel,Individual,Manual,Third Owner,185000.0
Hyundai,2008.0,60000.0,Petrol,Individual,Manual,Second Owner,100000.0
Toyota,2015.0,55000.0,Diesel,Individual,Manual,First Owner,610000.0
Mahindra,2012.0,80000.0,Diesel,Individual,Manual,First Owner,290000.0
Mahindra,2012.0,149534.8,Diesel,Individual,Manual,First Owner,300000.0
Hyundai,2015.0,80000.0,Petrol,Individual,Manual,First Owner,225000.0
Maruti,2017.0,50000.0,Petrol,Individual,Manual,Second Owner,320000.0
Tata,2012.0,149534.8,Diesel,Individual,Manual,Third Owner,135000.0
Toyota,2006.0,149534.8,Diesel,Individual,Manual,Third Owner,400000.0
Nissan,2016.0,19495.0,Petrol,Dealer,Manual,First Owner,600000.0
Renault,2013.0,62668.0,Diesel,Dealer,Manual,First Owner,570000.0
Mahindra,2013.0,85710.0,Diesel,Dealer,Manual,First Owner,850000.0
Ford,2011.0,55130.0,Diesel,Dealer,Manual,Second Owner,250000.0
Ford,2014.0,63356.0,Diesel,Dealer,Manual,Second Owner,580000.0
Toyota,2012.0,129627.0,Diesel,Dealer,Manual,First Owner,1200000.0
Chevrolet,2010.0,15000.0,Petrol,Individual,Manual,First Owner,180000.0
Tata,2017.0,50000.0,Petrol,Individual,Manual,First Owner,300000.0
Toyota,2012.0,70000.0,Petrol,Individual,Manual,Second Owner,269000.0
Maruti,2018.0,20000.0,Petrol,Individual,Manual,First Owner,231999.0
Chevrolet,2011.0,60000.0,Petrol,Individual,Manual,Third Owner,150000.0
Hyundai,2017.0,5000.0,Petrol,Individual,Manual,First Owner,495000.0
Maruti,2014.0,15000.0,Petrol,Individual,Manual,First Owner,700000.0
Other,2018.0,4400.0,Petrol,Individual,Manual,Second Owner,400000.0
Mahindra,2019.0,15000.0,Diesel,Individual,Manual,Third Owner,599000.0
Renault,2013.0,45000.0,Diesel,Individual,Manual,First Owner,421000.0
Ford,2018.0,1000.0,Diesel,Individual,Manual,First Owner,841000.0
Hyundai,2014.0,38500.0,Petrol,Individual,Manual,First Owner,295000.0
Hyundai,2011.0,25000.0,Petrol,Individual,Manual,First Owner,220000.0
Ford,2013.0,35000.0,Diesel,Individual,Manual,First Owner,250000.0
Toyota,2009.0,110000.0,Diesel,Individual,Manual,Second Owner,1100000.0
Hyundai,2012.0,40000.0,Petrol,Individual,Manual,First Owner,300000.0
Chevrolet,2007.0,110000.0,Petrol,Individual,Manual,Second Owner,80000.0
Chevrolet,2013.0,20000.0,Diesel,Individual,Manual,Third Owner,215000.0
